Id,PID,MS SubClass,MS Zoning,Lot Frontage,Lot Area,Street,Alley,Lot Shape,Land Contour,Utilities,Lot Config,Land Slope,Neighborhood,Condition 1,Condition 2,Bldg Type,House Style,Overall Qual,Overall Cond,Year Remod/Add,Roof Style,Roof Matl,Mas Vnr Type,Mas Vnr Area,Exter Qual,Exter Cond,Foundation,Bsmt Qual,Bsmt Cond,Bsmt Exposure,BsmtFin Type 1,BsmtFin SF 1,Bsmt Unf SF,Total Bsmt SF,Heating,Heating QC,Central Air,Electrical,1st Flr SF,2nd Flr SF,Low Qual Fin SF,Bsmt Full Bath,Bsmt Half Bath,Full Bath,Half Bath,Bedroom AbvGr,Kitchen AbvGr,Kitchen Qual,Functional,Garage Type,Garage Finish,Paved Drive,Wood Deck SF,Open Porch SF,Enclosed Porch,3Ssn Porch,Screen Porch,Fence,Misc Feature,Misc Val,Mo Sold,Yr Sold,Sale Type,SalePrice,Exterior Combined,Rooms Combined,Fireplace Combined,Garage Combined,Pool Combined,Bsmt Type 2 Combined,Year Combined,Year Combined Squared,Year Remod/Add Squared
109,533352170,0.7932830646849293,0.04987914331038467,0.0,0.6936079737012257,0.058606654409876995,0.05615575496507236,-1.3640694998722729,0.31244432565493196,0.0296811560732008,-1.298801825785311,-0.2134991310478279,1.0542755629637923,3.392571094219439,-0.010052002850007947,-0.4222177181368371,1.0504869734765199,-0.07597955099377422,2.2075458564919734,0.9924429278103559,-0.489236031032738,-0.1058795811576371,-1.4054630011240052,1.1148775853215174,1.0151802379281836,-0.23059811682209344,-0.5430652203074146,-0.5409692408239676,0.1238086812426407,-0.5803644181488413,1.1484133060143789,0.21772536134677864,-0.8434555313664424,-0.7684198390472439,-0.10753275300519095,0.8738028096084234,0.2721297886096621,0.28520383606981137,-1.1495696254730077,0.9986334580604657,-0.108137166748912,-0.8168151615007664,-0.250194776952682,0.7715783153971846,1.2551904063127584,0.18994169295459798,-0.20488066015652043,0.730079942040847,0.23013647852325728,-0.7621227708472879,0.30937966439044795,0.3114637150927763,-0.7297087655220057,-0.049263487833849505,-0.3770753907402603,-0.10289062031400652,-0.28831259781983093,-0.4755227874185033,-0.16335558353880644,-0.09931046218995956,-1.1745908914998375,1.6928634449773774,0.3377860333072288,130500,-0.8952035810866948,-0.2316576701189247,-0.8918380133087427,-0.04504464925856183,-0.05526288037196039,-0.2538016686879808,0.03352563520370468,0.020497848517248177,0.9947114171080308
544,531379050,0.7932830646849293,0.04987914331038467,-0.6722512033034302,0.30611462355136687,0.058606654409876995,0.05615575496507236,-1.3640694998722729,0.31244432565493196,0.0296811560732008,-1.298801825785311,-0.2134991310478279,1.1943661104791239,-0.04198726601756719,-0.010052002850007947,-0.4222177181368371,1.0504869734765199,0.6270891448535949,-0.5081737804798045,0.61203980005211,-0.489236031032738,-0.1058795811576371,-1.4054630011240052,0.20073006975895955,1.0151802379281836,-0.23059811682209344,0.8538761325588281,0.5686416894518733,0.1238086812426407,-0.5803644181488413,1.1484133060143789,0.4542064240560757,-0.6548007076296063,-0.3278224893720642,-0.10753275300519095,0.8738028096084234,0.2721297886096621,0.28520383606981137,-0.6527994172738779,2.067897710900256,-0.108137166748912,1.1009655563741674,-0.250194776952682,0.7715783153971846,1.2551904063127584,1.400006372369406,-0.20488066015652043,0.730079942040847,0.23013647852325728,-0.7621227708472879,0.30937966439044795,0.3114637150927763,-0.7297087655220057,0.4061101717422643,-0.3770753907402603,-0.10289062031400652,-0.28831259781983093,-0.4755227874185033,-0.16335558353880644,-0.09931046218995956,-0.8098166510872077,0.9313355644277591,0.3377860333072288,220000,0.8265965445820872,1.1651568452702594,0.4313605868482432,0.17746917366550333,-0.05526288037196039,-0.2538016686879808,0.8269883997600107,0.8273414647672224,0.6101658306515516
153,535304180,-0.5608603971520328,0.04987914331038467,0.21705138881874395,-0.37702180115727335,0.058606654409876995,0.05615575496507236,0.7545549005622574,0.31244432565493196,0.0296811560732008,0.5844761702423144,-0.2134991310478279,0.07364173035647033,-0.04198726601756719,-0.010052002850007947,-0.4222177181368371,-0.525628845129117,-0.7790482468411434,1.302305977501381,1.0875437097499174,-0.489236031032738,-0.1058795811576371,0.5372013025587191,-0.5678525547904523,-0.6906895949092327,2.448794774661894,-0.5430652203074146,-0.5409692408239676,0.1238086812426407,-0.5803644181488413,1.1484133060143789,0.667948923043325,-0.5425061696910134,0.009656331655732915,-0.10753275300519095,-1.2004011899844105,0.2721297886096621,0.28520383606981137,-0.27229457695114023,-0.7732901609311866,-0.108137166748912,1.1009655563741674,-0.250194776952682,-1.0483497757069016,-0.7408161107242486,0.18994169295459798,-0.20488066015652043,0.730079942040847,0.23013647852325728,1.309028147933714,-0.804496063916711,0.3114637150927763,-0.7297087655220057,0.07216948805311418,-0.3770753907402603,-0.10289062031400652,-0.28831259781983093,-0.4755227874185033,-0.16335558353880644,-0.09931046218995956,-1.9041393723250972,1.6928634449773774,0.3377860333072288,109000,0.8265965445820872,-0.8504144333541483,-0.8918380133087427,-0.977483526273692,-0.05526288037196039,-0.2538016686879808,-0.8469553516406848,-0.8553373096953131,1.0910880346032452
318,916386060,0.7932830646849293,0.04987914331038467,0.39491190724317876,-0.01727488842555247,0.058606654409876995,0.05615575496507236,0.7545549005622574,0.31244432565493196,0.0296811560732008,0.5844761702423144,-0.2134991310478279,1.614637753025119,-0.04198726601756719,-0.010052002850007947,-0.4222177181368371,1.0504869734765199,-0.7790482468411434,-0.5081737804798045,1.0875437097499174,-0.489236031032738,-0.1058795811576371,0.5372013025587191,-0.5678525547904523,-0.6906895949092327,-0.23059811682209344,0.8538761325588281,0.5686416894518733,0.1238086812426407,-0.5803644181488413,-1.2043268370425284,-0.9942400850383689,-0.41224450568224563,-1.5675884360644579,-0.10753275300519095,-0.1632991901879935,0.2721297886096621,0.28520383606981137,-1.099364125708202,0.8717317665146445,-0.108137166748912,-0.8168151615007664,-0.250194776952682,0.7715783153971846,1.2551904063127584,0.18994169295459798,-0.20488066015652043,-0.7749739707348916,0.23013647852325728,0.2734526885432131,1.4232553926976068,0.3114637150927763,0.051008108319806636,-0.7171448552121498,-0.3770753907402603,-0.10289062031400652,-0.28831259781983093,-0.4755227874185033,-0.16335558353880644,-0.09931046218995956,-0.8098166510872077,1.6928634449773774,0.3377860333072288,174000,0.8265965445820872,-0.01891154422528694,-0.8918380133087427,-0.24371770544076285,-0.05526288037196039,-0.2538016686879808,1.217016329240694,1.2300520300441178,1.0910880346032452
255,906425045,0.5224543723175369,0.04987914331038467,0.7150608404071614,0.8310006776062128,0.058606654409876995,0.05615575496507236,-1.3640694998722729,0.31244432565493196,0.0296811560732008,0.5844761702423144,-0.2134991310478279,1.1943661104791239,-0.04198726601756719,-0.010052002850007947,-0.4222177181368371,-1.5763727241995416,-0.07597955099377422,2.2075458564919734,0.42183823617298716,-0.489236031032738,-0.1058795811576371,0.5372013025587191,-0.5678525547904523,-0.6906895949092327,-0.23059811682209344,0.8538761325588281,-1.6505801710998085,1.8699380132509196,-0.5803644181488413,-1.2043268370425284,-0.9942400850383689,0.2435555958791369,-0.883256382313647,-0.10753275300519095,-1.2004011899844105,0.2721297886096621,0.28520383606981137,-0.8694757846798814,0.6696290725712994,-0.108137166748912,-0.8168151615007664,-0.250194776952682,0.7715783153971846,-0.7408161107242486,0.18994169295459798,-0.20488066015652043,-0.7749739707348916,0.23013647852325728,1.309028147933714,-0.804496063916711,-3.4242740993631027,-0.7297087655220057,0.17842334195420742,-0.3770753907402603,-0.10289062031400652,-0.28831259781983093,-0.4755227874185033,-0.16335558353880644,-0.09931046218995956,-1.1745908914998375,1.6928634449773774,0.3377860333072288,138500,0.24422297266470508,-0.2668280183217627,-0.8918380133087427,-0.02120388251669771,-0.05526288037196039,-0.2538016686879808,-1.7814342097112035,-1.762452809811462,0.4184695675379394
138,535126040,-0.5608603971520328,0.04987914331038467,2.6715265430759447,1.2628883276250926,0.058606654409876995,0.05615575496507236,-1.3640694998722729,0.31244432565493196,0.0296811560732008,-1.9265611577945194,-0.2134991310478279,0.07364173035647033,1.1028655207281015,-0.010052002850007947,-0.4222177181368371,-0.525628845129117,-0.07597955099377422,0.3970660985107882,0.8497917549010137,-0.489236031032738,-0.1058795811576371,0.5372013025587191,-0.5678525547904523,1.0151802379281836,-0.23059811682209344,-0.5430652203074146,-0.5409692408239676,0.1238086812426407,-0.5803644181488413,0.6778652774029975,-0.43259756110378833,-0.023705404414714214,1.0877136766056406,-0.10753275300519095,0.8738028096084234,0.2721297886096621,0.28520383606981137,1.9235354390779922,-0.7732901609311866,-0.108137166748912,-0.8168151615007664,-0.250194776952682,0.7715783153971846,1.2551904063127584,-1.02012298646021,-0.20488066015652043,0.730079942040847,-4.154606675949368,-0.7621227708472879,1.4232553926976068,0.3114637150927763,-0.7297087655220057,-0.7171448552121498,-0.3770753907402603,-0.10289062031400652,-0.28831259781983093,-0.4755227874185033,-0.16335558353880644,-0.09931046218995956,-0.08026817026194798,1.6928634449773774,0.3377860333072288,190000,-1.2750124323371614,0.19142093032109722,0.8724267869005718,0.22779968123166092,-0.05526288037196039,2.70241720858836,-0.35055882595364074,-0.3640817350169351,0.85032665652603
2827,908186070,-1.1025177818868177,1.1832441218630174,-0.9568280327825259,-1.1897053853974962,0.058606654409876995,0.05615575496507236,0.7545549005622574,0.31244432565493196,0.0296811560732008,0.5844761702423144,-0.2134991310478279,-1.0470826497661834,-0.04198726601756719,-0.010052002850007947,2.87648422489977,1.575858913011732,-0.07597955099377422,-0.5081737804798045,1.0399933187801367,-0.489236031032738,-0.1058795811576371,-1.4054630011240052,-0.0903997122673328,-0.6906895949092327,-0.23059811682209344,0.8538761325588281,0.5686416894518733,0.1238086812426407,2.2122126056497016,1.1484133060143789,0.24955935055764555,-1.274666557050639,-1.185581159484382,-0.10753275300519095,-0.1632991901879935,0.2721297886096621,0.28520383606981137,-0.23265865608418837,-0.7732901609311866,-0.108137166748912,1.1009655563741674,-0.250194776952682,0.7715783153971846,-0.7408161107242486,-1.02012298646021,-0.20488066015652043,-0.7749739707348916,0.23013647852325728,-0.24433504115203739,1.4232553926976068,0.3114637150927763,-0.7297087655220057,-0.049263487833849505,-0.3770753907402603,-0.10289062031400652,-0.28831259781983093,-0.4755227874185033,-0.16335558353880644,-0.09931046218995956,-0.08026817026194798,-1.3532480772210962,-1.23931998978246,140000,0.8265965445820872,-0.8374841582795755,-0.8918380133087427,0.08740405486290552,-0.05526288037196039,-0.2538016686879808,1.1583903474349166,1.1692627189109206,1.0428877148115834
145,535154050,-0.5608603971520328,0.04987914331038467,-2.2018516617535697,0.4339395904156166,0.058606654409876995,0.05615575496507236,-1.3640694998722729,0.31244432565493196,0.0296811560732008,0.5844761702423144,-0.2134991310478279,0.07364173035647033,-0.04198726601756719,-0.010052002850007947,-0.4222177181368371,-0.525628845129117,-0.7790482468411434,-0.5081737804798045,-1.1948750567995576,1.9420827623134327,-0.1058795811576371,-1.4054630011240052,0.4802146605042002,-0.6906895949092327,-0.23059811682209344,-0.5430652203074146,-0.5409692408239676,0.1238086812426407,-0.5803644181488413,-0.2632307798197655,1.2796162871664107,-0.8524390944015298,0.31666831467407613,-0.10753275300519095,-2.2375031897808273,0.2721297886096621,0.28520383606981137,0.07385913195357258,-0.7732901609311866,-0.108137166748912,1.1009655563741674,-0.250194776952682,-1.0483497757069016,-0.7408161107242486,0.18994169295459798,-0.20488066015652043,-0.7749739707348916,0.23013647852325728,-0.7621227708472879,0.30937966439044795,0.3114637150927763,-0.7297087655220057,-0.7171448552121498,-0.3770753907402603,-0.10289062031400652,-0.28831259781983093,1.9967927217446475,-0.16335558353880644,-0.09931046218995956,-0.44504241067457784,1.6928634449773774,-4.3935320359618375,142000,-0.38879177941940596,-0.5326744738549795,-0.8918380133087427,0.1032978993574816,-0.05526288037196039,-0.2538016686879808,-0.618258485271197,-0.6298187025749118,-1.1954304000090432
1942,535353130,-0.5608603971520328,0.04987914331038467,-2.2018516617535697,1.1272178163874382,0.058606654409876995,0.05615575496507236,0.7545549005622574,0.31244432565493196,0.0296811560732008,0.5844761702423144,-0.2134991310478279,0.7740944679331289,-2.331692839508905,-0.010052002850007947,-0.4222177181368371,-0.525628845129117,-0.7790482468411434,-0.5081737804798045,-1.5277277935880227,-0.489236031032738,-0.1058795811576371,0.5372013025587191,-0.5678525547904523,-0.6906895949092327,-0.23059811682209344,-0.5430652203074146,-0.5409692408239676,0.1238086812426407,-0.5803644181488413,-0.2632307798197655,-0.3302740243545732,0.14473640249317513,-0.3020428572102186,-0.10753275300519095,-1.2004011899844105,0.2721297886096621,0.28520383606981137,-0.62373307530478,-0.7732901609311866,-0.108137166748912,-0.8168151615007664,-0.250194776952682,-1.0483497757069016,-0.7408161107242486,-1.02012298646021,-0.20488066015652043,-0.7749739707348916,0.23013647852325728,1.309028147933714,-0.804496063916711,0.3114637150927763,-0.7297087655220057,4.20089066820988,-0.3770753907402603,-0.10289062031400652,-0.28831259781983093,1.9967927217446475,5.802040279619385,0.8209079144498633,-0.08026817026194798,-0.5917201966714778,0.3377860333072288,112500,1.1937451007908717,-0.8057618834299569,-0.8918380133087427,-0.7470227811023388,-0.05526288037196039,-0.2538016686879808,-0.8850032923007415,-0.892722251874872,-1.5242567530955946
1956,535426130,0.7932830646849293,0.04987914331038467,0.28819559618851787,0.3279290640042478,0.058606654409876995,0.05615575496507236,-1.3640694998722729,-2.5721996741840556,0.0296811560732008,0.5844761702423144,8.264281897938735,0.07364173035647033,-0.04198726601756719,-0.010052002850007947,-0.4222177181368371,1.0504869734765199,-0.7790482468411434,-0.5081737804798045,-0.7193711471017503,-0.489236031032738,-0.1058795811576371,-1.4054630011240052,0.5500858081905103,-0.6906895949092327,-0.23059811682209344,0.8538761325588281,0.5686416894518733,0.1238086812426407,1.2813535977168538,-0.2632307798197655,0.48376655689473785,-0.39876916112961447,-0.03018491804893758,-0.10753275300519095,-1.2004011899844105,0.2721297886096621,0.28520383606981137,-0.317215287267019,1.6707424169883336,-0.108137166748912,-0.8168151615007664,3.747057714205402,-1.0483497757069016,3.2511969233497653,2.610071051784214,-0.20488066015652043,-2.28002788351063,0.23013647852325728,-0.7621227708472879,-0.804496063916711,0.3114637150927763,1.8856927618480654,-0.7171448552121498,-0.3770753907402603,-0.10289062031400652,-0.28831259781983093,-0.4755227874185033,-0.16335558353880644,-0.09931046218995956,1.0140545509759415,-0.5917201966714778,0.3377860333072288,135000,-0.38879177941940596,1.4658288416709921,1.754559187005229,0.03177559913188923,-0.05526288037196039,-0.2538016686879808,-0.23553809881101104,-0.24932206589524936,-0.7236365895389499
